Title,Company,City,Salary,Summary,AverageSalary,Higher_Salary,Category,City_RichmondVA,City_LincolnNE,City_TampaFL,City_AnnArborMI,City_NewYorkNY,City_SaltLakeCityUT,City_SanFranciscoCA,City_PhoenixAZ,City_SeattleWA,City_WashingtonDC,Summary_analyst,Summary_architect,Summary_data,Summary_intelligence,Summary_business,Summary_engineer,Summary_analysis,Summary_big,Summary_research,Summary_architecture,Company_WiproLTD,Company_CreditAcceptance,Company_UniversityofUtah,Company_RallyHealth,Company_LosAngelesHomelessServicesAuthority,Company_KingCounty,Company_LogicRule,Company_USDepartmentofJustice,Company_AbbottLaboratories,Company_CapitalOne
"Decision Sciences Fall 2019 Data Science Practica – New York, NY",NBCUniversal,"New York, NY","$129,000 - $190,000 a year (Indeed est.)","Unlike a traditional internship, the Data Science Practica embeds future Data Scientists and Data  Engineers in ongoing projects within NBCUniversal....",138881.46335857984,1,I,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Molex,"Chicago, IL 60606","$129,000 - $190,000 a year (Indeed est.)",Build and maintain a robust data collection system that reaches across multiple sources and data marts. Molex is looking for a Data  Engineer for our real-time...,129224.00971730665,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Engineer,ICS Global Soft INC,"Boston, MA 02101","$129,000 - $190,000 a year (Indeed est.)", Data  Engineer &amp; Senior Data  Engineer . Then the data  engineer will visualize the data using Sisense (cloud data viz technology)....,128344.75644548605,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Fiserv,"Chicago, IL 60290","$129,000 - $190,000 a year (Indeed est.)","What does a great Data  Engineer do? As a Data Analytics Engineer , you will join the Card Services team to discover the information hidden in a vast amount of...",134736.70208553912,1,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer (ETL) ? Data Operations,"MOBE, LLC","Plymouth, MN 55441","$129,000 - $190,000 a year (Indeed est.)",The Data  Engineer ensures the following capabilities and functions:. Data quality and consistency is maintained within the Analytic Data Framework....,134736.70208553912,1,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist / Deep Learning Engineer,Intel,"San Diego, CA 92129",None,"� Experience with model tuning and optimization through data science projects or data competitions. Harnessing silicon designed specifically for AI, end to end...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI Data Scientist/NLP Engineer,Guidehouse,"Washington, DC","$89,000 - $131,000 a year (Indeed est.)","Experience working with big data infrastructure with tools such as Hive, Spark, Databricks and H2O. Design, implement and deploy scalable, distributed solutions...",135160.02165197485,1,I,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sustainability Business Intelligence Engineer,"Amazon.com Services, Inc.","Seattle, WA","$89,000 - $131,000 a year (Indeed est.)","The Amazon Sustainability team is looking for a Business Intelligence Engineer to build critical data capabilities in our science, energy, environmental data ,...",128740.46306591689,1,D,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Oshkosh Corporation,"Oshkosh, WI 54902","$89,000 - $131,000 a year (Indeed est.)","Three (3) or more years’ experience working as a data  engineer , ETL developer and/or data warehouse DBA. Assist in ensuring proper data governance and quality...",128344.75644548605,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Engineer, Big Data (Senior)",Warner Bros Careers,"Burbank, CA","$120,000 - $169,000 a year (Indeed est.)","Big Data  Engineer or Lead Software Eng. Engineer , Big Data (Senior), to design/architect develop, test, deploy &amp; operate apps that handle large data volumes....",133432.38730947627,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Haven Life,"New York, NY","$120,000 - $169,000 a year (Indeed est.)","Acquire data from primary or secondary data sources. Identify data needs and gaps, and work with developers to devise solutions in data gathering, ingestion,...",135712.07302443814,1,I,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compiler Engineer,Intel,"Santa Clara, CA 95052","$120,000 - $169,000 a year (Indeed est.)","The Intel Compiler Team is looking for an exceptional Compiler Engineer to join our highly talented team. In this position, you will be developing innovative...",134736.70208553912,1,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer (Data Analysis),ASML,"San Diego, CA","$84,000 - $125,000 a year (Indeed est.)",The Software Engineer ( Data Analyst) will interpret data and turn into information to improve and support business groups....,70908.54176338225,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Warehouse Engineer,2U,"New York, NY","$103,000 - $155,000 a year (Indeed est.)"," Data Warehouse architecture and data modeling. The Data Systems team maintains and develops a reliable, well-supported, and frequently updated data lake...",136568.0832234824,1,I,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Engineer/Data Science/Python Engineer,Capgemini,"New York, NY 10022","$113,000 - $166,000 a year (Indeed est.)", Data  Engineer / Data Science/Python Engineer . Minimum 2 year experience in using Python in Data science or as Object oriented (NumPy or SciPy library)....,138881.46335857984,1,I,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,UDig,"Richmond, VA","$91,000 - $134,000 a year (Indeed est.)",Coaching and mentoring junior data  engineers . Ad hoc data visualizations. How Things Go Down as a Data Scientist....,128344.75644548605,1,I,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Mimecast,"Lexington, MA","$91,000 - $134,000 a year (Indeed est.)",The Core engineering team at Mimecast is looking for an experienced Data  Engineer . Work alongside the Data Scientists....,133818.89195099229,1,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Nutanix,"San Jose, CA 95110","$91,000 - $134,000 a year (Indeed est.)",The Nutanix Data Science team is building a large-scale data processing system using data from across the company....,129224.00971730665,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Entry Specialist,DESTACO,"Wheeling, IL",$22 - $31 an hour (Indeed est.),Compares and reconciles calibration data across multiple electronic databases to ensure accuracy of information....,70866.58877239976,0,J,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analytics Engineer,PlushCare,"San Francisco, CA",$22 - $31 an hour (Indeed est.),"Strong applied analytics - you love data , gleaning insights from data , and making decisions based on data . The Data Analytics Engineer is a highly visible role...",70354.1767830483,0,I,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist Machine Learning Engineer,"Symmons Industries, Inc.","Braintree, MA 02184",$22 - $31 an hour (Indeed est.),Symmons Industries is seeking a Data Scientist / Machine Learning Engineer to join our progressive engineering and innovation team....,71025.13869374091,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,PPD,"Morrisville, NC 27560",$22 - $31 an hour (Indeed est.),"PPD is looking for a Data  Engineer / Sr Systems Developer II to lead design, develop and test phases of data integration efforts in Enterprise Data ....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data Engineer,Squadex,"Palo Alto, CA",$22 - $31 an hour (Indeed est.),"Responsible for designing, implementing, and maintaining LeadGenius’s big data pipeline infrastructure — including data ingestions, stream processing, data ...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Full Stack Engineer, Data Science Team",Outreach,"Seattle, WA","$90,000 - $129,000 a year (Indeed est.)",The mission of the Data Science team is to accelerate success of our internal and external customers through trustworthy data analysis and experimentation....,131614.46636809525,1,I,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Staff Data Engineer,InVisionApp,"Denver, CO","$90,000 - $129,000 a year (Indeed est.)",The Data team is in search of a Staff Data  Engineer to help us change the way digital products are designed....,134736.70208553912,1,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Elder Research Inc,"Arlington, VA 22201",$20 an hour,"A Data  Engineer works collaboratively with data scientists, business consultants, and software engineers to create and deploy dynamic data applications that...",67608.08364591327,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Center and Server Room Facilities Engineer,Amdex Corporation,"Bethesda, MD",$20 an hour, Data Center and Server Room Facilities Engineer . (7) Data Center Cleaning; Ensure all data center facility infrastructure is connected to the Data Center...,70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,AlphaSights Ltd.,"New York, NY","$90,000 - $133,000 a year (Indeed est.)",Predictive models using real time data of the global economy. A growing team of data scientists with diverse backgrounds and skillsets....,135712.07302443814,1,I,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Management Engineer,BAE Systems,"San Diego, CA 92127","$90,000 - $133,000 a year (Indeed est.)",Proficient with feature data services and data modelling. The Data Management Engineer works with the program team to:. Data modeling tools (e.g....,129224.00971730665,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Engineer - Manufacturing Sciences Cell Culture,Genentech,"Vacaville, CA 95688","$86,000 - $127,000 a year (Indeed est.)",Increase data engineering and data science acumen in department Interact with site and network subject matter experts (SMEs) as needed to develop/build tools...,128344.75644548605,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Strategist at Cloudera Fast Forward Labs,Cloudera,"Brooklyn, NY","$75,000 a year",You should have either led a data team within an organization or have business consulting experience that focused on data ....,70908.54176338225,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pre-Sales Engineer (Data Scientist),Hitachi Vantara,"New York, NY","$112,000 - $165,000 a year (Indeed est.)","3+ Years of experience architecting, implementing or supporting data warehouse and data pipeline technologies....",136918.65338062236,1,I,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Quality Engineer,Ferguson,"Newport News, VA 23608","$112,000 - $165,000 a year (Indeed est.)","Demonstrated understanding of Data Warehousing and Data Lake Storage. As a Data Quality Engineer /Developer, you will be responsible for helping to improve the...",134736.70208553912,1,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Engineer (PostgreSQL) - New York,N26,"New York, NY","$112,000 - $165,000 a year (Indeed est.)",Take part in efforts to scale and improve the N26 Data Warehouse. We are The Mobile Bank....,138881.46335857984,1,I,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Engineer,Green Dot Corporation,"Pasadena, CA 91107","$112,000 - $165,000 a year (Indeed est.)","Develop data models, and plan and write high performing queries. 5+ years of experience with Apache Cassandra, including data modeling and CQL scripting....",129224.00971730665,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analytics Lead,Clear Street,"New York, NY",None, Data Analytics Lead. Data Analytics Lead Characteristics:. As our Data Analytics Lead you will own and execute our data initiatives....,72360.92299730718,0,I,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSES Data Analyst I,Hydromax USA,"Louisville, KY 40299",$16.50 - $17.50 an hour,Analysts are responsible for the processing and analysis of all field-collected data . Analysts use this data in conjunction with geographic information systems...,74848.76062134402,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data Engineer/Architect,Haymarket Media Inc.,"New York, NY",$16.50 - $17.50 an hour,Define and implement integrations between source data and data warehouse as needed to ensure data integrity and support data &amp; reporting requirements....,72360.92299730718,0,I,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Data Scientist,Biogen,"Cambridge, MA 02142","$85,000 - $126,000 a year (Indeed est.)",Biogen is looking for a Associate Data Scientist to join our Data Science team in the Global Data and Analytics Center of Excellence within our commercial...,72549.68562648966,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analytics Engineer,SAIC,"Bethesda, MD 20816","$84,000 - $125,000 a year (Indeed est.)",SAIC is seeking a Data Analytics Engineer to perform statistical data analysis of information in the preparation of congressionally mandated reports....,74848.76062134402,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Virtualization Engineer,"Magic Leap, Inc.","Fort Lauderdale, FL","$104,000 - $154,000 a year (Indeed est.)",As a Data Virtualization Engineer for Magic Leap's Lifestream team you will have responsibility for the development of our data virtualization application and...,129224.00971730665,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Union Engineer, Data Center",CBRE,"Tulsa, OK 74119","$104,000 - $154,000 a year (Indeed est.)","Utilizes advanced skills to perform complex preventive maintenance and corrective repair of buildings, industrial systems, vehicles, equipment and grounds....",134736.70208553912,1,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siri - Analytics Engineer - Siri Data Organization,Apple,"Santa Clara Valley, CA","$104,000 - $154,000 a year (Indeed est.)","You have engineered information out of massive, distributed, and complex data sources and data environments (e.g....",128344.75644548605,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer - Operations,DXC,"Santa Clara, CA 95051","$104,000 - $154,000 a year (Indeed est.)","Senior Data  Engineer - Operations. MapR Data  Engineers report to the Director of Data Engineering located at company headquarters in San Jose, CA....",134736.70208553912,1,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer- Ab Initio,Capgemini,Illinois,"$104,000 - $154,000 a year (Indeed est.)",Title – Data  Engineer - Abinitio. Job DescriptionRole Summary Purpose We are looking for an experienced Data  Engineer to be part of our scrum teams and perform...,134736.70208553912,1,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Intelligence and Data Science Engineer,Continuus Technologies,"Minneapolis, MN","$80,000 - $113,000 a year (Indeed est.)","Business Intelligence and Data Science. Experience with R, Python, Talend, relational databases, or big data architectures is not required yet a willingness to...",77417.70718528685,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Health Care Analyst - Data Engineer,Blue Cross Blue Shield of Michigan,"Detroit, MI","$80,000 - $113,000 a year (Indeed est.)","Experience working with healthcare data (claims, registry, EMR) or other unstructured data a plus. Support bug fixing and performance analysis along the data ...",74848.76062134402,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,B6 Real Estate Advisors LLC,"New York, NY","$156,000 - $230,000 a year (Indeed est.)","Work with multiple sources of data including partnership data sets, open data and proprietary data . We are a multi-versed team of data  engineers and product...",135178.4266857114,1,I,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Scientist, Engineer - Apple Retail",Apple,"Santa Clara Valley, CA","$156,000 - $230,000 a year (Indeed est.)","You will work multi-functionally with internal teams and external vendors on data pass back, data cleaning, data quality, and data visualization....",129224.00971730665,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Machine Learning Engineer / Data Scientist,Meet Sally,"New York, NY",$16.50 - $17.50 an hour,We’re looking for an experienced machine learning engineer or data scientist to join our small team of talented engineers and data scientists and play a major...,69042.6357028466,0,I,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst/Software Engineer - NFAC - NLR-01100-2,National Aerospace Solutions,"Moffett Field, CA",$16.50 - $17.50 an hour, Data Analyst/Software Engineer -. This is an engineering role comprised of wind tunnel data acquisition system preparation and data analysis in a cross...,71294.27388069342,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GIS Data Engineer,"DeepMap, Inc","Palo Alto, CA 94303",$16.50 - $17.50 an hour,Work closely with software engineers to support HD map data processing pipelines. We are looking to grow our team with talented GIS data  engineers who are...,67863.08851168634,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Hagerty,"Traverse City, MI",$16.50 - $17.50 an hour,"Implement data structures using best practices in data modeling ETL/ELT processes. Hagerty, the world’s largest membership, insurance, and media organization...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer - Prime Video,Amazon Services LLC,"Seattle, WA",None,Amazon is looking for a Data  Engineer to join the Prime Video Catalog Systems &amp; Operations (CSO) Data Engineering team....,72997.79025635979,0,I,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,#TeamGoHealth,"Chicago, IL",None,"The Data  Engineer will work with other team members in owning data pipelines including execution, documentation, maintenance, and metadata management....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supply Chain Data Engineer,HP,"Spring, TX",None,"Designing data systems/solutions to manage complex data . Collaborates with peers, junior engineers , data scientists and project team....",67863.08851168634,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer (Data Science/ML Platform),KLA-Tencor,"Ann Arbor, MI",None,KLA has always had a close relationship with data . We are looking for engineers with a passion for data science and software engineering who can rapidly...,67863.08851168634,0,I,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Engineer,Church &amp; Dwight,"Princeton, NJ 08540",None,"Collect and analyze data . At Church &amp; Dwight, we value talented professionals with a strong desire to make a positive impact in our company....",70866.58877239976,0,D,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data Engineer,Verizon,"Irving, TX 75038",None,Experience in Hadoop Big Data Platform Operations and Administration. You will work independently on day to day monitoring and operations of Data Analytics...,72549.68562648966,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Global Data Engineer,Quaker Chemical Corporation,"Conshohocken, PA 19428",None,Collaborate with EMEA Datacenter Engineer and Microsoft Engineer on any Global on-premise system and cloud solutions....,72549.68562648966,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaplan Data Hub Engineer,Amgen,"Tampa, FL 33602",None,"Perform exploratory data analysis, cleanses, massages, and aggregates data . Extracts data from various databases;...",74848.76062134402,0,I,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Center Engineer,CBOE,"Secaucus, NJ",$22 - $31 an hour (Indeed est.),"O Understanding of data communication protocols (TCP/IP). Procedures, policies, rack elevation / data center layout Visio diagrams, and inventories....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Routematch,"Atlanta, GA",$22 - $31 an hour (Indeed est.),"We’re hiring looking for a talented and experienced Data  engineer to join our Data Services team. As an experienced Data  Engineer , you will be leading the...",71025.13869374091,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Integrity Engineer,Mondelez International,"East Hanover, NJ 07936",$22 - $31 an hour (Indeed est.),"3-5 years of E2E data cleansing, data architecture, business reporting &amp; evolving deliverables. Linkages to other Data Lakes....",77119.09702963104,1,I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Engineer,Overstock.com Inc.,"Midvale, UT 84047",$22 - $31 an hour (Indeed est.),"Our Data  Engineers provide direct support to the Data Science group and the company at large. Experience building, optimizing and maintaining “big data ” data ...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Database Engineer,"First Banks, Inc.",United States,$22 - $31 an hour (Indeed est.),Experience creating data warehouses. Ensure data integrity and quality in database systems. Mentor team members to provide appropriate and effective data ...,70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staff Data Engineer,Cityblock Health,"Brooklyn, NY",$22 - $31 an hour (Indeed est.),We are looking for a Staff Data  Engineer to help build and maintain the data infrastructure that backs Commons—our digital care management platform....,70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer - Data Platform,"Grammarly, Inc.","San Francisco, CA 94104","$95,000 - $142,000 a year (Indeed est.)","You have strong software engineering fundamentals, including knowledge of algorithms and data structures (CS degree is preferred)....",128227.34031708805,1,I,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Services Engineer,Pantheon,"Birmingham, AL",None,Experience developing software services spanning multiple data centers. An affinity for service-oriented architecture with complex APIs and data models...,77417.70718528685,1,D,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Science Engineer,Mintel Group,"Chicago, IL 60606","$97,000 - $143,000 a year (Indeed est.)",1+ years professional experience as a data scientist or machine learning engineer preferred and/or having demonstrable analytical capability and working...,128344.75644548605,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Zillow Group,"Lincoln, NE 68502","$97,000 - $143,000 a year (Indeed est.)","Knowledgeable about data modeling, data access, and data storage techniques. You are knowledgeable about data modeling, data access, and data storage techniques...",129224.00971730665,1,I,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Integration Engineer,GoPro,"San Mateo, CA 94402","$84,000 - $123,000 a year (Indeed est.)", Data Integration Engineer . Data Analyst to join the Enterprise Data Warehouse (EDW) and Analytics team at our San Mateo office....,72549.68562648966,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data Engineer,Highmark Health,"Pittsburgh, PA 15289","$75,000 a year","Work closely with IT, architect and engineer solutions that provide views for the Enterprise Data Hub or other analytic ecosystems....",76175.7605018687,0,I,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mail Engineer - Junior,Unisys,"Washington, DC 20036",None,"Streamline and transform their data centers; Apply today to become mission critical and help our nation meet the growing need for IT security, improved...",71870.63073599999,0,D,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data Engineer,Lightspeed Systems,"Austin, TX 78701",None,Lightspeed Systems is seeking an experienced big data  engineer . Work as hands-on data modeler and ad-hoc data analyst when needed....,67863.08851168634,0,I,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,JP Morgan Chase,"Houston, TX 77002",None,"Demonstrated ability to build processes that support data transformation, data structures, metadata, dependency and workload management....",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.NET Developer/Data Engineer,TrueChoice Solutions,"New York, NY 10019","$98,000 - $137,000 a year (Indeed est.)","This candidate will collaborate with our data analysts, application delivery teams, and software engineers to automate, scale, and enhance our data engineering,...",135178.4266857114,1,I,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019 Summer Internship - Geomechanical Engineer - Morenci, AZ",Freeport-McMoRan Copper &amp; Gold,"Morenci, AZ 85540","$98,000 - $137,000 a year (Indeed est.)",Rock mass data acquisition and interpretation. Possesses strong data analysis and problem solving skills. Freeport-McMoRan (FCX) is a leading international...,132124.17570250639,1,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Engineer,AETNA,"Hartford, CT 06156",None,"Designs data marts and data models to support Data Science and other internal customers. Integrates data from a variety of sources, assuring that they adhere to...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Advicent Solutions,"Milwaukee, WI 53226",None,"It is not exclusively isolated to data acquisition style tasks, as you will participate in data science related efforts by assisting data scientists, machine...",70866.58877239976,0,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data Engineer,Apple,"Santa Clara Valley, CA",None,"As a Backend Software Engineer you will support internal R&amp;D teams. As an experienced Backend Engineer , you will support multiple projects and services....",72549.68562648966,0,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Data Engineer,Fidelity Investments,"Boston, MA 02212","$106,000 - $147,000 a year (Indeed est.)","This will involve working on evaluating tools for data in the cloud, building data ingestion pipelines, creating a framework for self-service data acquisition,...",129224.00971730665,1,I,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
